source.ip,destination.ip,destination.port
192.168.2.112,151.101.193.69,22
192.168.2.112,52.94.236.248,80
192.168.4.115,10.0.0.119,22
192.168.2.153,104.244.42.65,443
192.168.5.229,10.0.0.149,25
192.168.5.229,172.217.160.78,123
192.168.3.246,10.0.0.149,123
192.168.1.218,151.101.1.69,443
192.168.4.115,13.107.42.14,80
192.168.2.110,142.250.190.46,80
192.168.2.47,10.0.1.252,3306
192.168.4.73,151.101.1.69,443
192.168.3.31,10.0.0.17,22
192.168.2.204,10.0.1.91,3306
192.168.2.146,10.0.0.32,3389
192.168.1.111,142.250.190.46,80
192.168.2.112,10.0.0.27,3389
192.168.5.229,52.94.236.248,443
192.168.5.82,10.0.0.1,23
192.168.3.68,172.217.160.78,80
192.168.1.218,23.185.0.2,23
192.168.3.31,10.0.0.25,3389
192.168.4.238,151.101.1.69,443
192.168.3.246,151.101.193.69,80
192.168.1.218,10.0.0.27,22
192.168.5.170,13.107.42.14,53
192.168.1.111,10.0.0.25,22
192.168.4.115,52.94.236.248,53
192.168.3.31,10.0.0.149,22
192.168.1.194,151.101.193.69,53
192.168.2.243,10.0.1.99,3306
192.168.1.114,13.107.42.14,443
192.168.2.208,10.0.1.51,3306
192.168.1.114,10.0.0.25,22
192.168.3.68,10.0.0.32,22
192.168.1.194,142.250.190.46,443
192.168.1.111,31.13.72.36,443
192.168.5.170,23.185.0.2,443
192.168.2.153,10.0.0.27,3389
192.168.5.252,10.0.0.245,22
192.168.2.250,10.0.1.32,3306
192.168.2.110,151.101.1.69,53
192.168.5.82,151.101.1.69,22
192.168.2.110,23.185.0.2,53
192.168.2.51,199.232.69.194,53
192.168.2.153,10.0.0.119,22
192.168.4.115,151.101.193.69,53
192.168.2.51,10.0.0.17,22
192.168.2.112,10.0.0.17,23
192.168.1.114,31.13.72.36,443
192.168.2.146,10.0.0.27,23
192.168.5.229,199.232.69.194,80
192.168.1.218,10.0.0.27,3389
192.168.2.112,104.244.42.65,443
192.168.3.31,10.0.0.151,443
192.168.1.194,10.0.0.27,22
192.168.1.114,10.0.0.27,22
192.168.2.146,13.107.42.14,80
192.168.2.213,10.0.1.126,3306
192.168.3.68,10.0.0.27,3389
192.168.1.114,31.13.72.36,53
192.168.4.238,31.13.72.36,80
192.168.2.153,10.0.0.25,3389
192.168.3.31,10.0.0.17,25
192.168.2.40,10.0.1.185,3306
192.168.2.175,10.0.1.79,3306
192.168.4.115,10.0.0.119,3389
192.168.4.238,10.0.0.149,3389
192.168.2.227,10.0.1.208,3306
192.168.5.252,13.107.42.14,53
192.168.2.139,10.0.1.91,3306
192.168.4.73,10.0.0.25,22
192.168.2.51,10.0.0.119,3389
192.168.5.229,10.0.0.25,22
192.168.2.110,10.0.0.149,22
192.168.3.68,10.0.0.27,3389
192.168.4.115,104.244.42.65,53
192.168.3.246,13.107.42.14,443
192.168.1.111,199.232.69.194,80
192.168.2.71,10.0.1.211,3306
192.168.4.115,52.94.236.248,80
192.168.2.110,151.101.1.69,53
192.168.4.73,10.0.0.27,22
192.168.4.115,151.101.193.69,80
192.168.5.252,10.0.0.17,22
192.168.3.31,10.0.0.32,22
192.168.1.114,10.0.0.151,53
192.168.3.68,10.0.0.149,22
192.168.5.252,10.0.0.27,3389
192.168.4.73,23.185.0.2,53
192.168.5.252,31.13.72.36,53
192.168.1.218,52.94.236.248,22
192.168.2.204,10.0.1.82,3306
192.168.3.31,10.0.0.27,80
192.168.3.68,10.0.0.27,3389
192.168.2.112,10.0.0.27,22
192.168.1.111,52.94.236.248,53
192.168.4.88,13.107.42.14,80
192.168.1.114,199.232.69.194,80
192.168.5.252,172.217.160.78,443
192.168.5.252,142.250.190.46,53
192.168.1.111,172.217.160.78,53
192.168.4.115,10.0.0.119,22
192.168.5.170,10.0.0.245,3389
192.168.2.163,10.0.1.33,3306
192.168.2.62,10.0.1.77,3306
192.168.2.153,10.0.0.32,3389
192.168.2.170,10.0.1.231,3306
192.168.3.246,10.0.0.119,22
192.168.5.252,199.232.69.194,80
192.168.3.68,13.107.42.14,80
192.168.4.88,151.101.193.69,443
192.168.1.218,52.94.236.248,22
192.168.3.31,10.0.0.27,3389
192.168.4.115,10.0.0.119,22
192.168.5.229,31.13.72.36,53
192.168.5.170,23.185.0.2,443
192.168.3.31,10.0.0.1,3389
192.168.5.229,10.0.0.149,3389
192.168.1.114,52.94.236.248,53
192.168.1.218,13.107.42.14,80
192.168.5.229,10.0.0.32,22
192.168.2.112,10.0.0.1,22
192.168.4.73,23.185.0.2,80
192.168.1.114,151.101.1.69,3389
192.168.2.112,23.185.0.2,80
192.168.2.153,23.185.0.2,443
192.168.4.238,142.250.190.46,443
192.168.5.170,10.0.0.17,3389
192.168.2.110,31.13.72.36,53
192.168.3.68,10.0.0.151,22
192.168.2.146,172.217.160.78,443
192.168.4.88,151.101.1.69,53
192.168.5.170,172.217.160.78,53
192.168.3.31,10.0.0.151,22
192.168.5.170,10.0.0.32,22
192.168.5.229,10.0.0.119,22
192.168.4.238,199.232.69.194,80
192.168.3.68,151.101.193.69,53
192.168.5.229,104.244.42.65,53
192.168.2.19,10.0.1.59,3306
192.168.3.68,10.0.0.32,22
192.168.3.31,151.101.1.69,3389
192.168.5.252,172.217.160.78,80
192.168.4.238,10.0.0.27,3389
192.168.2.183,10.0.1.168,3306
192.168.3.31,23.185.0.2,53
192.168.3.246,10.0.0.149,22
192.168.5.170,172.217.160.78,80
192.168.2.67,10.0.1.183,3306
192.168.2.153,104.244.42.65,123
192.168.3.246,10.0.0.32,22
192.168.5.252,172.217.160.78,53
192.168.5.252,172.217.160.78,3306
192.168.1.114,142.250.190.46,53
192.168.4.73,151.101.1.69,80
192.168.5.252,151.101.1.69,53
192.168.5.82,104.244.42.65,53
192.168.3.31,10.0.0.25,161
192.168.2.112,52.94.236.248,443
192.168.3.246,10.0.0.25,22
192.168.4.73,10.0.0.245,3389
192.168.5.170,104.244.42.65,53
192.168.3.68,13.107.42.14,53
192.168.1.218,10.0.0.32,3389
192.168.3.31,151.101.1.69,443
192.168.1.194,10.0.0.1,3389
192.168.2.153,23.185.0.2,443
192.168.3.246,10.0.0.32,3389
192.168.1.194,10.0.0.245,22
192.168.2.103,10.0.1.66,3306
192.168.5.82,151.101.193.69,53
192.168.5.252,104.244.42.65,53
192.168.1.218,10.0.0.245,22
192.168.4.73,151.101.193.69,53
192.168.4.238,10.0.0.151,22
192.168.2.215,10.0.1.234,3306
192.168.5.252,10.0.0.119,22
192.168.5.252,10.0.0.149,22
192.168.4.88,13.107.42.14,443
192.168.2.96,10.0.1.161,3306
192.168.2.51,10.0.0.32,3389
192.168.1.218,10.0.0.245,3389
192.168.4.115,10.0.0.151,3389
192.168.5.170,104.244.42.65,443
192.168.3.68,31.13.72.36,53
192.168.5.229,172.217.160.78,80
192.168.2.196,10.0.1.33,3306
192.168.2.112,10.0.0.1,3389
192.168.1.111,31.13.72.36,443
192.168.2.8,10.0.1.105,3306
192.168.2.112,10.0.0.245,80
192.168.2.51,10.0.0.149,3389
192.168.3.68,10.0.0.32,3389
192.168.5.252,52.94.236.248,443
192.168.1.218,10.0.0.27,3306
192.168.2.52,10.0.1.150,3306
192.168.3.31,10.0.0.1,443
192.168.5.229,151.101.193.69,443
192.168.4.73,10.0.0.27,22
192.168.2.110,151.101.1.69,443
192.168.2.58,10.0.1.253,3306
192.168.4.238,10.0.0.25,22
192.168.2.112,10.0.0.1,22
192.168.2.153,10.0.0.25,22
192.168.2.51,10.0.0.25,23
192.168.2.112,23.185.0.2,443
192.168.2.134,10.0.1.46,3306
192.168.2.114,10.0.1.194,3306
192.168.4.115,10.0.0.245,3389
192.168.2.131,10.0.1.137,3306
192.168.5.170,10.0.0.149,3389
192.168.5.170,23.185.0.2,80
192.168.5.229,151.101.193.69,80
192.168.2.6,10.0.1.95,3306
192.168.1.114,10.0.0.32,22
192.168.1.114,10.0.0.151,3389
192.168.5.252,151.101.1.69,80
192.168.1.218,10.0.0.25,22
192.168.1.218,104.244.42.65,443
192.168.2.130,10.0.1.136,3306
192.168.2.112,10.0.0.1,3389
192.168.5.229,10.0.0.32,3389
192.168.1.194,142.250.190.46,80
192.168.3.31,199.232.69.194,80
192.168.5.229,142.250.190.46,53
192.168.1.111,52.94.236.248,53
192.168.2.9,10.0.1.49,3306
192.168.2.51,142.250.190.46,443
192.168.2.112,10.0.0.149,1433
192.168.2.112,31.13.72.36,53
192.168.3.68,10.0.0.32,3389
192.168.1.218,10.0.0.149,22
192.168.2.51,10.0.0.17,443
192.168.4.73,151.101.1.69,80
192.168.5.82,151.101.193.69,80
192.168.1.111,142.250.190.46,443
192.168.1.111,10.0.0.151,22
192.168.2.146,142.250.190.46,80
192.168.5.229,52.94.236.248,443
192.168.4.73,151.101.1.69,443
192.168.4.73,104.244.42.65,53
192.168.4.73,172.217.160.78,53
192.168.4.115,10.0.0.1,3389
192.168.5.252,52.94.236.248,23
192.168.2.137,10.0.1.25,3306
192.168.3.31,31.13.72.36,53
192.168.1.218,10.0.0.119,3389
192.168.4.115,10.0.0.119,22
192.168.4.115,10.0.0.245,22
192.168.2.110,10.0.0.151,3389
192.168.1.114,23.185.0.2,443
192.168.3.31,10.0.0.1,22
192.168.2.146,10.0.0.27,3389
192.168.1.111,10.0.0.151,3389
192.168.3.68,10.0.0.149,3389
192.168.1.111,10.0.0.27,3389
192.168.5.252,10.0.0.27,3389
192.168.2.51,52.94.236.248,80
192.168.2.112,199.232.69.194,3389
192.168.4.73,52.94.236.248,53
192.168.2.110,31.13.72.36,53
192.168.4.73,10.0.0.27,3389
192.168.5.252,172.217.160.78,53
192.168.4.115,52.94.236.248,443
192.168.5.170,151.101.1.69,3389
192.168.1.218,151.101.193.69,53
192.168.5.252,10.0.0.1,3389
192.168.1.194,10.0.0.27,3389
192.168.4.238,10.0.0.151,3389
192.168.2.51,10.0.0.27,3389
192.168.1.111,151.101.1.69,443
192.168.2.146,142.250.190.46,80
192.168.1.194,10.0.0.27,22
192.168.1.218,172.217.160.78,53
192.168.1.194,10.0.0.25,22
192.168.2.154,10.0.1.111,3306
192.168.3.246,151.101.193.69,53
192.168.5.82,199.232.69.194,443
192.168.1.194,172.217.160.78,443
192.168.2.141,10.0.1.230,3306
192.168.3.31,10.0.0.1,22
192.168.2.153,10.0.0.27,22
192.168.3.68,104.244.42.65,80
192.168.5.82,10.0.0.1,22
192.168.4.88,151.101.193.69,3389
192.168.3.31,10.0.0.27,22
192.168.3.246,151.101.1.69,443
192.168.1.218,151.101.193.69,80
192.168.3.246,10.0.0.1,21
192.168.2.112,104.244.42.65,53
192.168.2.153,104.244.42.65,53
192.168.4.238,104.244.42.65,80
192.168.4.115,151.101.193.69,53
192.168.2.51,199.232.69.194,53
192.168.3.246,10.0.0.245,22
192.168.1.111,23.185.0.2,80
192.168.2.110,23.185.0.2,53
192.168.2.146,10.0.0.32,3389
192.168.5.252,10.0.0.119,3389
192.168.5.170,10.0.0.119,3306
192.168.1.114,199.232.69.194,53
192.168.3.68,142.250.190.46,21
192.168.2.146,151.101.1.69,53
192.168.3.31,10.0.0.119,3389
192.168.2.112,10.0.0.27,3389
192.168.2.134,10.0.1.227,3306
192.168.1.218,10.0.0.25,3389
192.168.1.111,151.101.1.69,80
192.168.2.51,199.232.69.194,443
192.168.2.146,10.0.0.149,22
192.168.3.31,52.94.236.248,443
192.168.4.238,142.250.190.46,53
192.168.3.68,10.0.0.151,22
192.168.2.241,10.0.1.237,3306
192.168.3.31,52.94.236.248,443
192.168.1.111,10.0.0.25,23
192.168.4.115,10.0.0.149,3389
192.168.2.110,10.0.0.1,80
192.168.3.68,23.185.0.2,53
192.168.3.68,31.13.72.36,53
192.168.4.115,151.101.1.69,443
192.168.1.194,52.94.236.248,53
192.168.5.170,142.250.190.46,22
192.168.2.51,104.244.42.65,80
192.168.3.68,151.101.193.69,53
192.168.1.194,10.0.0.27,22
192.168.4.115,151.101.193.69,53
192.168.2.169,10.0.1.91,3306
192.168.3.68,10.0.0.119,3389
192.168.2.146,151.101.193.69,53
192.168.2.161,10.0.1.155,3306
192.168.1.218,10.0.0.245,22
192.168.2.110,52.94.236.248,80
192.168.2.112,10.0.0.27,22
192.168.5.229,23.185.0.2,53
192.168.2.112,10.0.0.1,23
192.168.1.114,10.0.0.32,22
192.168.1.111,10.0.0.32,3389
192.168.5.82,172.217.160.78,80
192.168.2.49,10.0.1.110,3306
192.168.2.112,104.244.42.65,53
192.168.2.51,10.0.1.248,3306
192.168.2.126,10.0.1.20,3306
192.168.2.146,10.0.0.245,23
192.168.3.31,31.13.72.36,80
192.168.5.229,142.250.190.46,53
192.168.4.115,31.13.72.36,443
192.168.2.118,10.0.1.168,3306
192.168.5.82,10.0.0.27,3389
192.168.5.170,10.0.0.27,22
192.168.5.252,10.0.0.1,3389
192.168.4.238,52.94.236.248,443
192.168.2.252,10.0.1.126,3306
192.168.2.51,142.250.190.46,443
192.168.3.31,10.0.0.1,3389
192.168.1.111,199.232.69.194,53
192.168.3.68,13.107.42.14,443
192.168.2.24,10.0.1.58,3306
192.168.2.130,10.0.1.73,3306
192.168.2.146,142.250.190.46,80
192.168.1.194,10.0.0.25,80
192.168.5.170,10.0.0.27,161
192.168.5.82,199.232.69.194,443
192.168.3.31,13.107.42.14,80
192.168.4.238,10.0.0.151,3389
192.168.3.31,10.0.0.149,3389
192.168.2.51,10.0.0.32,22
192.168.2.112,172.217.160.78,443
192.168.2.112,10.0.0.32,3389
192.168.2.215,10.0.1.20,3306
192.168.5.170,10.0.0.151,3389
192.168.1.111,10.0.0.245,3389
192.168.2.198,10.0.1.162,3306
192.168.3.31,151.101.1.69,443
192.168.2.112,10.0.0.25,3389
192.168.2.146,31.13.72.36,443
192.168.2.232,10.0.1.174,3306
192.168.4.238,172.217.160.78,443
192.168.4.88,10.0.0.25,22
192.168.2.99,10.0.1.251,3306
192.168.5.229,31.13.72.36,443
192.168.5.170,13.107.42.14,80
192.168.5.82,10.0.0.151,161
192.168.1.218,13.107.42.14,53
192.168.4.115,13.107.42.14,443
192.168.4.238,172.217.160.78,53
192.168.5.229,10.0.0.1,22
192.168.5.229,10.0.0.17,3389
192.168.2.128,10.0.1.101,3306
192.168.4.238,142.250.190.46,443
192.168.2.146,199.232.69.194,443
192.168.4.115,142.250.190.46,25
192.168.1.111,10.0.0.27,25
192.168.2.162,10.0.1.179,3306
192.168.4.238,151.101.1.69,80
192.168.1.111,23.185.0.2,53
192.168.4.115,52.94.236.248,53
192.168.5.252,23.185.0.2,22
192.168.5.170,23.185.0.2,80
192.168.4.238,10.0.0.151,22
192.168.3.246,23.185.0.2,443
192.168.2.112,172.217.160.78,80
192.168.1.194,13.107.42.14,80
192.168.2.110,10.0.0.149,22
192.168.4.115,151.101.1.69,80
192.168.3.31,151.101.1.69,80
192.168.5.170,31.13.72.36,3389
192.168.5.229,10.0.0.151,3389
192.168.4.238,10.0.0.27,22
192.168.5.252,199.232.69.194,53
192.168.4.238,31.13.72.36,80
192.168.3.31,142.250.190.46,23
192.168.2.146,10.0.0.149,22
192.168.3.31,52.94.236.248,443
192.168.1.194,10.0.0.27,22
192.168.3.246,31.13.72.36,443
192.168.2.236,10.0.1.159,3306
192.168.3.246,10.0.0.149,123
192.168.2.112,10.0.1.200,3306
192.168.1.111,10.0.0.25,3389
192.168.2.153,10.0.0.32,1433
192.168.4.73,10.0.0.17,22
192.168.3.31,10.0.0.119,161
192.168.2.153,151.101.193.69,53
192.168.5.82,104.244.42.65,80
192.168.3.68,10.0.0.149,22
192.168.4.73,23.185.0.2,23
192.168.5.170,10.0.0.119,22
192.168.3.246,10.0.0.245,22
192.168.5.170,10.0.0.119,3389
192.168.4.238,151.101.1.69,80
192.168.2.153,10.0.0.119,123
192.168.1.114,10.0.0.17,22
192.168.2.153,13.107.42.14,443
192.168.3.246,199.232.69.194,443
192.168.1.194,104.244.42.65,53
192.168.2.153,151.101.193.69,443
192.168.1.194,10.0.0.151,3389
192.168.2.223,10.0.1.201,3306
192.168.2.7,10.0.1.123,3306
192.168.1.114,10.0.0.17,23
192.168.2.72,10.0.1.103,3306
192.168.4.73,10.0.0.149,443
192.168.4.238,10.0.0.245,22
192.168.3.246,10.0.0.17,22
192.168.2.146,10.0.0.32,22
192.168.5.252,10.0.0.149,22
192.168.1.114,13.107.42.14,53
192.168.4.73,151.101.1.69,23
192.168.2.138,10.0.1.49,3306
192.168.2.51,10.0.0.32,3389
192.168.1.218,10.0.0.32,3389
192.168.2.218,10.0.1.223,3306
192.168.2.153,10.0.0.119,3389
192.168.2.112,172.217.160.78,80
192.168.4.73,104.244.42.65,80
192.168.4.73,10.0.0.149,22
192.168.5.252,31.13.72.36,80
192.168.2.51,151.101.193.69,53
192.168.2.63,10.0.1.112,3306
192.168.5.170,104.244.42.65,443
192.168.1.111,10.0.0.1,22
192.168.2.15,10.0.1.199,3306
192.168.4.238,142.250.190.46,443
192.168.2.146,151.101.193.69,53
192.168.4.115,199.232.69.194,123
192.168.5.82,31.13.72.36,53
192.168.3.246,10.0.0.17,22
192.168.5.252,10.0.0.32,3389
192.168.2.51,52.94.236.248,53
192.168.3.246,199.232.69.194,80
192.168.2.51,151.101.193.69,53
192.168.2.7,10.0.1.44,3306
192.168.3.68,10.0.0.245,53
192.168.2.110,52.94.236.248,80
192.168.2.110,151.101.1.69,443
192.168.2.110,10.0.0.27,443
192.168.4.73,10.0.0.149,21
192.168.2.112,10.0.0.119,3389
192.168.1.194,23.185.0.2,80
192.168.4.88,10.0.0.27,22
192.168.2.51,151.101.193.69,53
192.168.5.252,31.13.72.36,443
192.168.2.153,142.250.190.46,53
192.168.4.88,10.0.0.27,3389
192.168.3.246,10.0.0.151,22
192.168.4.73,13.107.42.14,23
192.168.2.118,10.0.1.138,3306
192.168.3.68,151.101.1.69,53
192.168.2.112,10.0.0.119,22
192.168.1.111,31.13.72.36,443
192.168.3.68,10.0.0.27,3389
192.168.5.252,52.94.236.248,53
192.168.5.170,199.232.69.194,53
192.168.2.112,199.232.69.194,443
192.168.1.194,23.185.0.2,80
192.168.1.114,104.244.42.65,80
192.168.2.146,10.0.0.25,22
192.168.2.112,10.0.0.1,22
192.168.1.114,13.107.42.14,80
192.168.2.51,23.185.0.2,443
192.168.5.170,151.101.193.69,80
192.168.2.179,10.0.1.156,3306
192.168.4.115,10.0.0.119,22
192.168.2.27,10.0.1.55,3306
192.168.3.246,10.0.0.17,22
192.168.3.246,10.0.0.151,22
192.168.1.111,13.107.42.14,53
192.168.4.115,142.250.190.46,80
192.168.1.111,52.94.236.248,443
192.168.5.229,10.0.0.149,3389
192.168.3.68,10.0.0.25,22
192.168.1.218,151.101.193.69,53
192.168.5.170,151.101.1.69,80
192.168.2.112,10.0.0.119,3389
192.168.2.146,151.101.1.69,443
192.168.2.144,10.0.1.194,3306
192.168.4.238,10.0.0.151,3389
192.168.2.33,10.0.1.200,3306
192.168.4.238,10.0.0.151,3389
192.168.2.166,10.0.1.51,3306
192.168.2.146,104.244.42.65,443
192.168.2.110,172.217.160.78,443
192.168.5.229,104.244.42.65,443
192.168.3.31,10.0.0.27,123
192.168.2.125,10.0.1.143,3306
192.168.2.153,151.101.1.69,53
192.168.3.31,52.94.236.248,53
192.168.5.170,13.107.42.14,3306
192.168.4.115,13.107.42.14,80
192.168.3.68,172.217.160.78,53
192.168.5.252,172.217.160.78,53
192.168.2.112,172.217.160.78,53
192.168.3.246,10.0.0.27,3389
192.168.5.82,10.0.0.27,22
192.168.1.218,10.0.0.149,22
192.168.2.153,52.94.236.248,80
192.168.3.68,10.0.0.32,22
192.168.1.111,142.250.190.46,53
192.168.2.193,10.0.1.131,3306
192.168.5.82,151.101.1.69,80
192.168.5.170,10.0.0.32,3389
192.168.4.238,10.0.0.151,22
192.168.4.73,10.0.0.151,123
192.168.4.73,23.185.0.2,80
192.168.2.112,151.101.1.69,443
192.168.1.114,151.101.193.69,1433
192.168.1.218,10.0.0.245,3389
192.168.5.82,151.101.193.69,80
192.168.3.68,13.107.42.14,21
192.168.2.9,10.0.1.134,3306
192.168.2.68,10.0.1.194,3306
192.168.3.68,10.0.0.27,3389
192.168.3.246,31.13.72.36,80
192.168.4.73,142.250.190.46,53
192.168.5.170,151.101.193.69,25
192.168.5.170,23.185.0.2,80
192.168.2.110,10.0.0.149,3389
192.168.2.112,31.13.72.36,53
192.168.1.114,10.0.0.149,80
192.168.3.246,104.244.42.65,80
192.168.1.111,199.232.69.194,80
192.168.5.82,10.0.0.245,22
192.168.4.238,10.0.0.27,22
192.168.1.194,10.0.0.27,22
192.168.3.31,13.107.42.14,1433
192.168.2.153,10.0.0.1,3389
192.168.4.73,172.217.160.78,80
192.168.4.238,151.101.1.69,443
192.168.2.87,10.0.1.250,3306
192.168.1.114,52.94.236.248,53
192.168.5.170,23.185.0.2,443
192.168.2.215,10.0.1.80,3306
192.168.3.31,142.250.190.46,25
192.168.1.111,142.250.190.46,53
192.168.3.68,10.0.0.119,3389
192.168.2.251,10.0.1.54,3306
192.168.5.170,151.101.193.69,53
192.168.1.194,31.13.72.36,53
192.168.5.229,13.107.42.14,80
192.168.5.82,199.232.69.194,80
192.168.2.110,10.0.0.32,22
192.168.2.108,10.0.1.234,3306
192.168.2.153,104.244.42.65,161
192.168.2.153,10.0.0.119,3389
192.168.4.88,151.101.193.69,53
192.168.2.27,10.0.1.76,3306
192.168.1.218,10.0.0.1,3389
192.168.2.112,142.250.190.46,443
192.168.2.153,31.13.72.36,53
192.168.4.238,10.0.0.27,3306
192.168.1.114,13.107.42.14,443
192.168.1.111,10.0.0.1,3389
192.168.2.220,10.0.1.137,3306
192.168.1.194,52.94.236.248,443
192.168.4.115,199.232.69.194,80
192.168.1.218,52.94.236.248,53
192.168.5.229,172.217.160.78,53
192.168.4.73,104.244.42.65,53
192.168.4.73,23.185.0.2,25
192.168.2.51,10.0.0.245,22
192.168.4.238,10.0.0.119,22
192.168.1.218,151.101.193.69,443
192.168.3.31,10.0.0.17,22
192.168.4.238,10.0.0.149,161
192.168.2.176,10.0.1.42,3306
192.168.4.115,10.0.0.1,3389
192.168.4.73,104.244.42.65,80
192.168.3.68,10.0.0.1,22
192.168.2.112,104.244.42.65,53
192.168.5.82,31.13.72.36,53
192.168.4.115,142.250.190.46,80
192.168.5.170,199.232.69.194,80
192.168.2.51,10.0.0.27,22
192.168.5.229,52.94.236.248,443
192.168.4.73,52.94.236.248,443
192.168.5.170,10.0.0.25,22
192.168.2.160,10.0.1.60,3306
192.168.3.246,13.107.42.14,53
192.168.4.88,10.0.0.25,22
192.168.5.252,104.244.42.65,443
192.168.2.84,10.0.1.80,3306
192.168.3.68,10.0.0.27,3389
192.168.1.194,142.250.190.46,53
192.168.4.73,10.0.0.151,22
192.168.5.229,10.0.0.27,80
192.168.2.37,10.0.1.131,3306
192.168.2.19,10.0.1.224,3306
192.168.5.170,142.250.190.46,53
192.168.2.110,10.0.0.149,3389
192.168.3.31,172.217.160.78,53
192.168.5.252,10.0.0.119,443
192.168.3.246,13.107.42.14,53
192.168.1.194,151.101.1.69,443
192.168.2.51,13.107.42.14,21
192.168.2.146,199.232.69.194,53
192.168.1.114,10.0.0.245,3389
192.168.5.229,23.185.0.2,80
192.168.1.194,172.217.160.78,80
192.168.2.153,10.0.0.25,53
192.168.5.82,10.0.0.27,22
192.168.2.146,10.0.0.32,22
192.168.1.111,10.0.0.17,22
192.168.2.195,10.0.1.213,3306
192.168.5.229,10.0.0.149,3389
192.168.2.51,52.94.236.248,443
192.168.4.115,52.94.236.248,443
192.168.2.167,10.0.1.58,3306
192.168.4.238,10.0.0.25,22
192.168.5.82,151.101.1.69,53
192.168.3.68,151.101.1.69,53
192.168.5.252,151.101.1.69,80
192.168.2.162,10.0.1.53,3306
192.168.3.68,10.0.0.32,1433
192.168.2.36,10.0.1.96,3306
192.168.2.110,23.185.0.2,80
192.168.4.73,142.250.190.46,53
192.168.5.170,10.0.0.245,3389
192.168.1.218,10.0.0.17,3389
192.168.1.218,199.232.69.194,53
192.168.2.99,10.0.1.80,3306
192.168.2.112,10.0.0.245,3389
192.168.3.246,151.101.1.69,80
192.168.4.238,23.185.0.2,443
192.168.4.238,199.232.69.194,80
192.168.5.82,10.0.0.1,3389
192.168.2.146,142.250.190.46,80
192.168.2.153,10.0.0.1,22
192.168.2.51,172.217.160.78,443
192.168.1.194,31.13.72.36,23
192.168.2.112,151.101.193.69,443
192.168.2.112,151.101.193.69,443
192.168.4.238,10.0.0.27,3389
192.168.4.73,31.13.72.36,53
192.168.4.238,13.107.42.14,80
192.168.3.246,151.101.193.69,21
192.168.4.115,10.0.0.119,22
192.168.3.246,142.250.190.46,80
192.168.1.218,104.244.42.65,22
192.168.2.143,10.0.1.131,3306
192.168.4.115,172.217.160.78,3389
192.168.4.88,10.0.0.149,3389
192.168.5.229,142.250.190.46,80
192.168.2.36,10.0.1.200,3306
192.168.2.153,10.0.0.32,22
192.168.5.82,31.13.72.36,443
192.168.2.145,10.0.1.51,3306
192.168.4.73,10.0.0.119,3389
192.168.5.82,23.185.0.2,443
192.168.2.51,10.0.0.17,3389
192.168.2.239,10.0.1.71,3306
192.168.2.153,199.232.69.194,80
192.168.5.252,172.217.160.78,53
192.168.1.194,10.0.0.119,3389
192.168.3.68,13.107.42.14,443
192.168.2.99,10.0.1.24,3306
192.168.1.114,10.0.0.149,3389
192.168.2.146,13.107.42.14,80
192.168.2.153,13.107.42.14,80
192.168.2.138,10.0.1.180,3306
192.168.5.170,104.244.42.65,25
192.168.4.88,10.0.0.25,22
192.168.4.238,104.244.42.65,80
192.168.2.112,199.232.69.194,443
192.168.4.73,172.217.160.78,80
192.168.2.96,10.0.1.131,3306
192.168.1.111,10.0.0.151,22
192.168.4.73,199.232.69.194,80
192.168.5.170,10.0.0.119,25
192.168.3.246,199.232.69.194,80
192.168.1.194,104.244.42.65,53
192.168.5.82,10.0.0.32,22
192.168.2.79,10.0.1.25,3306
192.168.1.194,23.185.0.2,80
192.168.2.4,10.0.1.253,3306
192.168.2.25,10.0.1.138,3306
192.168.2.241,10.0.1.197,3306
192.168.1.114,52.94.236.248,80
192.168.2.112,151.101.193.69,80
192.168.2.51,104.244.42.65,53
192.168.3.68,10.0.0.25,22
192.168.2.58,10.0.1.23,3306
192.168.2.112,52.94.236.248,443
192.168.5.252,10.0.0.151,3389
192.168.1.114,10.0.0.27,3389
192.168.5.252,31.13.72.36,53
192.168.2.51,10.0.0.1,22
192.168.3.246,199.232.69.194,53
192.168.4.73,10.0.0.25,22
192.168.1.111,104.244.42.65,443
192.168.5.170,104.244.42.65,443
192.168.2.153,10.0.0.27,25
192.168.5.252,142.250.190.46,53
192.168.2.133,10.0.1.88,3306
192.168.2.51,199.232.69.194,53
192.168.5.252,10.0.0.32,3389
192.168.1.194,10.0.0.27,3389
192.168.4.88,13.107.42.14,80
192.168.1.194,104.244.42.65,443
192.168.2.153,13.107.42.14,443
192.168.4.88,10.0.0.17,3389
192.168.2.197,10.0.1.66,3306
192.168.2.27,10.0.1.245,3306
192.168.4.115,31.13.72.36,80
192.168.3.246,52.94.236.248,80
192.168.2.51,13.107.42.14,443
192.168.4.73,151.101.1.69,443
192.168.4.73,172.217.160.78,443
192.168.2.112,142.250.190.46,443
192.168.1.114,10.0.0.27,22
192.168.2.203,10.0.1.13,3306
192.168.1.194,10.0.0.27,3389
192.168.1.111,13.107.42.14,80
192.168.1.194,10.0.0.151,3389
192.168.2.10,10.0.1.48,3306
192.168.4.238,13.107.42.14,443
192.168.4.73,151.101.1.69,53
192.168.3.246,10.0.0.32,3389
192.168.5.252,104.244.42.65,123
192.168.2.93,10.0.1.163,3306
192.168.5.170,13.107.42.14,443
192.168.1.114,10.0.0.1,3389
